229,Bataan Peninsula State University-Bagac
230,Bataan Peninsula State University-Balanga
231,Bataan Peninsula State University-Dinalupihan
232,Bataan Peninsula State University-Orani
233,Batan Integrated College of Technology
234,Batanes State College
235,Batangas College of Arts and Sciences
236,Batangas Eastern Colleges
237,Batangas State University-Alangilan
238,Batangas State University-Balayan
239,Batangas State University-Lemery
240,Batangas State University-Lipa City
241,Batangas State University-Lobo
242,Batangas State University-Mabini
243,Batangas State University-Main
244,Batangas State University-Malvar
245,Batangas State University-Nasugbu
246,Batangas State University-Rosario
247,Batangas State University-San Juan
248,Bato Institute of Science and Technology
249,Batuan Colleges
250,Bayambang Polytechnic College
251,Belen B. Francisco Foundation-Albay
252,Benedicto College
253,Benedicto College-Cebu
254,Benguet State University-Bokod Campus
255,Benguet State University-Buguias Campus
256,Benguet State University-Main
257,Benguet State University-Open University
258,Bernardo College
259,Bestlink College of the Philippines
260,Bestlink College of the Philippines-Bulacan
261,Bethel Bible College of the Assemblies of God
262,Biblical Seminary of the Philippines
263,Bicol Christian College of Medicine
264,Bicol College
265,Bicol Merchant Marine College
266,Bicol State College of Applied Sciences and Technology
267,Bicol Training and Technological College
268,Bicol University Gubat Campus
269,Bicol University-College of Agriculture and Forestry
270,Bicol University-Daraga Campus
271,Bicol University-Main
272,Bicol University-Polangui Campus
273,Bicol University-Tabaco Campus
274,Biliran Province State University-Biliran Campus
275,Biliran Province State University-Main
276,Binalatongan Community College
277,Binalbagan Catholic College
278,Binangonan Catholic College
279,Binnor Pangandaman Integrated College
280,BIT International College - Siquijor
281,BIT International College-Carmen
282,BIT International College-Tagbilaran
283,BIT International College-Talibon
284,Blancia College Foundation
285,Blessed Mother College
286,Blessed Trinity College
287,Bohol Institute of Technology-Jagna
288,Bohol International Learning College
289,Bohol Island State University - Bilar
290,Bohol Island State University - Calape Polytechnic College
291,Bohol Island State University - Candijay
292,Bohol Island State University - Clarin
293,Bohol Island State University - Tagbilaran
294,Bohol Island State University-Balilihan Campus
295,Bohol Northern Star College
296,Bohol Northwestern Colleges
297,Bohol Wisdom School
298,Brent Hospital and Colleges
299,Brentwood College of Asia International School
300,Brokenshire College
301,Brokenshire College SOCSKSARGEN
302,Brookfield College in Cavite
303,BSBT College
304,BST Grace College
305,Bubong Marzok Memorial Foundation College
306,Bucas Grande Foundation College
307,Buenavista Community College
308,Buhi St. Joseph Academy
309,Bukidnon State University
310,Bukidnon State University-Alubijid ESC
311,Bukidnon State University-Baungon BSU
312,Bukidnon State University-Cabanglasan ESC
313,Bukidnon State University-Damulog Satellite ESC
314,Bukidnon State University-Impasugong
315,Bukidnon State University-Kadingilan
316,Bukidnon State University-Kalilangan BSU
317,Bukidnon State University-Kitaotao Satellite ESC
318,Bukidnon State University-Libona
319,Bukidnon State University-Malitbog
320,Bukidnon State University-Medina ESC
321,Bukidnon State University-Quezon Satellite ESC
322,Bukidnon State University-San Fernando Satellite ESC
323,Bukidnon State University-Talakag BSU
324,Bukidnon State University-Talisayan ESC
325,Bulacan Agricultural State College
326,Bulacan Agricultural State College-Doña Remedios Trinidad
327,Bulacan Polytechnic College
328,Bulacan State University-Bustos
329,Bulacan State University-Hagonoy
330,Bulacan State University-Main
331,Bulacan State University-Meneses
332,Bulacan State University-San Jose Del Monte
333,Burauen Community College
334,Butuan City Colleges
335,Butuan Doctors' College
336,BVS College
337,BWEST College
338,Cabalum Western College
339,Cabarrus Catholic College
340,Cagayan De Oro College
341,Cagayan State University-Andrews
342,Cagayan State University-Aparri
343,Cagayan State University-Gonzaga
344,Cagayan State University-Lallo
345,Cagayan State University-Lasam
346,Cagayan State University-Piat
347,Cagayan State University-Sanchez Mira
348,Cagayan State University-Tuguegarao (Carig)
349,Cagayan Valley Computer and Information Technology College
350,Cainta Catholic College
351,Calabanga Community College
352,Calamba Doctors' College
353,Calauag Central College
354,Calayan Educational Foundation
355,Calbiga Western Samar College
356,Cali Paramedical College Foundation
357,Camarines Norte College
358,Camarines Norte College of Arts and Business
359,Camarines Norte School of Law Arts and Sciences
360,Camarines Norte State College-Abaño Campus
361,Camarines Norte State College-Entienza Campus
362,Camarines Norte State College-Labo Campus
363,Camarines Norte State College-Main
364,Camarines Norte State College-Mercedes Campus
365,Camarines Norte State College-Panganiban Campus
366,Camarines Sur Polytechnic Colleges
367,Camiguin Polytechnic State College
368,Camiling Colleges
369,Camo Integrated School
370,Candelaria Institute of Technology of Cabadbaran
371,Canossa College - San Pablo
372,CAP College Foundation
373,Capalonga College
374,Capitol Medical Center Colleges
375,Capitol University
376,Capiz State University-Burias Campus
377,Capiz State University-Dayao
378,Capiz State University-Dumarao Campus
379,Capiz State University-Main
380,Capiz State University-Pilar Campus
381,Capiz State University-Poblacion Mambusao
382,Capiz State University-Pontevedra Campus
383,Capiz State University-Sigma Campus
384,Capiz State University-Tapaz Campus
385,Caraga Institute of Technology
386,Caraga School of Business
387,Caraga State University-Cabadbaran Campus
388,Caraga State University-Main Campus
389,Caramoan Community College
390,Carcar City College
391,CARD-MRI Development Institute
392,Card-MRI Development Institute
393,Carlos Hilado Memorial State Universit -College of Fisheries-Binalbagan
394,Carlos Hilado Memorial State University-Alijis
395,Carlos Hilado Memorial State University-Bacolod Campus
396,Carlos Hilado Memorial State University-Main
397,Carmelite College - Siquijor
398,Carthel Science Educational Foundation
399,Casa Del Niño College
400,Casiciaco Recoletos Seminary
401,Cataingan Municipal College
402,Cataingan Polytechnic Institute
403,Catanduanes Colleges
404,Catanduanes State University-Main
405,Catanduanes State University-Panganiban
406,Catholic Ming Yuan College
407,CATS Aero College
408,Cavite Integrated College
409,Cavite State University-Bacoor City Campus
410,Cavite State University-Carmona Campus
411,Cavite State University-Cavite City Campus
412,Cavite State University-General Trias Campus
413,Cavite State University-Imus Campus
414,Cavite State University-Main
415,Cavite State University-Naic Campus
416,Cavite State University-Rosario Campus
417,Cavite State University-Silang Campus
418,Cavite State University-Tanza Campus
419,Cavite State University-Trece Martires City Campus
420,Cavite West Point College
421,CBD College
422,Cebu Doctor's University
423,Cebu Doctor's University College of Medicine
424,Cebu Eastern College
425,Cebu Institute of Medicine
426,Cebu Institute of Technology-University
427,Cebu Mary Immaculate College
428,Cebu Normal University
429,Cebu Normal University - Balamban
430,Cebu Normal University - Medellin
431,Cebu Roosevelt Memorial College
432,Cebu Sacred Heart College
433,Cebu Sacred Heart College-Carcar City
434,Cebu School of Midwifery
435,Cebu Technological University - Cebu City Mountain Satellite Campus
436,Cebu Technological University - College of Fisheries Technology - Carmen
437,Cebu Technological University - Consolacion
438,Cebu Technological University - Main
439,Cebu Technological University-Argao Campus
440,Cebu Technological University-Barili Campus
441,Cebu Technological University-Daanbantayan Campus
442,Cebu Technological University-Danao City Campus
443,Cebu Technological University-Moalboal Campus
444,Cebu Technological University-San Francisco Campus
445,Cebu Technological University-Tuburan Campus
446,CEDAR College
447,Ceguera Technological Colleges
448,Center for Biblical Studies Institute & Seminary
449,Central Bicol State University of Agriculture-Calabanga
450,Central Bicol State University of Agriculture-Main
451,Central Bicol State University of Agriculture-Pasacao
452,Central Bicol State University of Agriculture-Sipocot
453,Central Colleges of the Philippines
454,Central Luzon College of Science and Technology-City of San Fernando (Pampanga)
455,Central Luzon College of Science and Technology-Olongapo City
456,Central Luzon Doctors' Hospital Educational Institution
457,Central Luzon State University
458,Central Mindanao Colleges
459,Central Mindanao Computer School
460,Central Mindanao University
461,Central Philippine Adventist College
462,Central Philippine Bible College
463,Central Philippine University
464,Central Philippines State University - San Carlos Campus
465,Central Philippines State University - Victorias City Campus
466,Central Philippines State University-Candoni
467,Central Philippines State University-Cauayan Campus
468,Central Philippines State University-Hinigaran Campus
469,Central Philippines State University-Hinoba-an Campus
470,Central Philippines State University-Ilog Campus
471,Central Philippines State University-Main Campus
472,Central Philippines State University-Moises Padilla Campus
473,Central Philippines State University-Sipalay Campus
474,Central Sulu College
475,Centre for International Education Global Colleges
476,Centro Colegio De Tarlac
477,Centro Escolar Las Piñas
478,Centro Escolar University-Makati
479,Centro Escolar University-Malolos City
480,Centro Escolar University-Manila
481,Chiang Kai Shek College
482,Children of Mary Immaculate College
483,Chinese General Hospital Colleges
484,Christ the King College
485,Christ The King College De Maranding
486,Christ the King College of Science and Technology
487,Christ the King College-Calbayog City
488,Christian Colleges of Southeast Asia
489,Christian Polytechnic Institute of Catanduanes
490,CICM Maryhill School of Theology
491,CICOSAT Colleges
492,CIIT College of Arts and Technology
493,CIT Colleges of Paniqui Foundation
494,Citi Global College-Biñan
495,Citi Global College-Cabuyao
496,CITI Global College-Calamba
497,City College of Angeles
498,City College of Calamba
499,City College of Calapan
500,City College of El Salvador
501,City College of Naga
502,City College of San Fernando
503,City College of San Jose del Monte
504,City College of Tagaytay
505,City of Malabon University
506,City University of Pasay
507,Clarendon College
508,Claret College of Isabela
509,Clark College of Science and Technology
510,CLCC Institute of Computer Arts & Technology
511,Coland Systems Technology
512,Colegio de Amore
513,Colegio De Calumpit
514,Colegio de Caraga
515,Colegio de Getafe
516,Colegio de Kidapawan
517,Colegio de La Ciudad de Tayabas
518,Colegio de La Ciudad de Zamboanga
519,Colegio de la Purisima Concepcion
520,Colegio de la Salle Fondation de Tacloban
521,Colegio De Las Navas
522,Colegio de Los Baños
523,Colegio de Montalban
524,Colegio de Muntinlupa
525,Colegio de Porta Vaga
526,Colegio de Puerto Galera
527,Colegio de San Antonio de Padua
528,Colegio de San Francisco Javier of Rizal Zamboanga del Norte
529,Colegio De San Gabriel Arcangel
530,Colegio de San Gabriel Archangel of Caloocan
531,Colegio de San Jose-Jaro
532,Colegio de San Juan de Letran
533,Colegio de San Juan de Letran-Abucay
534,Colegio De San Juan De Letran-Calamba
535,Colegio De San Juan De Letran-Manaoag
536,Colegio de San Juan Samar
537,Colegio de San Lorenzo Ruiz de Manila of Northern Samar
538,Colegio De San Pascual Baylon
539,Colegio De San Pedro
540,Colegio De San Sebastian-Sablayan
541,Colegio De Santa Catalina De Alejandria
542,Colegio De Santa Rita De San Carlos
543,Colegio de Santo Cristo de Burgos
544,Colegio De Santo Niño De Jasaan
545,Colegio de Sebastian-Pampanga
546,Colegio de Sta. Ana de Victorias
547,Colegio De Sta. Lourdes of Leyte Foundation
548,Colegio De Sta. Monica of Polangui
549,Colegio de Sta. Teresa de Avila Foundation
550,Colegio de Sto. Domingo de Silos
551,Colegio de Sto. Tomas Recoletos
552,Colegio de Upi
553,Colegio del Sagrado Corazon de Jesus
554,Colegio ng Lungsod ng Batangas
555,Colegio San Agustin-Bacolod
556,Colegio San Agustin-Biñan
557,Colegio San Jose De Alaminos
558,College for Research and Technology-Cabanatuan City
559,College of Arts and Sciences of Asia and the Pacific
560,College of Arts and Sciences of Asia and the Pacific
561,College of Arts and Sciences of Asia and the Pacific-Bacolod City
562,College of Divine Wisdom
563,College of Mary Immaculate of Pandi Bulacan
564,College of Our Lady of Mt. Carmel (Pampanga)
565,College of Saint Amatiel
566,College of Saint Anthony-SJDM Bulacan
567,College of Saint John Paul II Arts And Sciences
568,College of Saint Lawrence
569,College of St. Catherine
570,College of St. John-Roxas
571,College of Subic Montesorri-Dinalupihan
572,College of Subic Montessori-Subic Bay
573,College of Technological Sciences-Cebu
574,College of the Immaculate Conception
575,College of the Most Holy Trinity
576,College of the Our Lady of Mercy of Pulilan Foundation
577,Colleges of Advance Technology and Management of the Philippines
578,Columban College-Olongapo City
579,Columban College-Sta. Cruz Zambales
580,Community College of Gingoog City
581,Community College of Manito
582,Computer Arts and Technological College
583,Computer Arts and Technological College-Ligao City
584,Computer Arts and Technological College-Polangui Campus
585,Computer Communication Development Institute-Legazpi City
586,Computer Communication Development Institute-Naga
587,Computer Communication Development Institute-Sorsogon
588,Computer Systems Institute
589,Computer Technologies Institute of Zamboanga City
590,Comteq Computer and Business College
591,Concepcion Holy Cross College
592,Concord Technical Institute
593,Concordia College
594,Consolatrix College of Toledo City
595,Convention Baptist Bible College
596,Cor Jesu College
597,Cordillera A+ Computer Technology College
598,Cordillera Career Development College
599,Cordova Public College
600,CORE Gateway College
601,Cotabato Foundation College of Science and Technology
602,Cotabato Foundation College of Science and Technology-Antipas Campus
603,Cotabato Foundation College of Science and Technology-Datu Montawal Campus
604,Cotabato Foundation College of Science and Technology-Katipunan Campus
605,Cotabato Foundation College of Science and Technology-Pikit Campus
606,Cotabato Medical Foundation College
607,Cotabato State University
608,Criminal Justice College
609,Cristal e-College (Panglao Campus)
610,Cronasia Foundation College
611,CSTC College of Sciences Technology and Communications-Atimonan
612,CSTC College of Sciences Technology and Communications-Sariaya
613,CVE Colleges
614,Daehan College of Business and Technology
615,Dagupan Colleges Foundation
616,Dalubhasaan ng Lungsod ng Lucena
617,Dalubhasaan ng Lungsod ng San Pablo
618,Danao Techological College
619,Daniel B. Peña Memorial College Foundation
620,Dansalan Polytechnic College
621,Daraga Community College
622,Data Center College of the Philippines of Baguio City
623,Data Center College of the Philippines of Bangued-Abra
624,Data Center College of the Philippines of Laoag City
625,Data Center College of the Philippines-Vigan City
626,Datamex College of Saint Adeline-Fairview
627,Datamex College of Saint Adeline-Parañaque
628,Datamex College of Saint Adeline-Valenzuela
629,Datu Blo Umpar Adiong Agricultural School Foundation
630,Datu Ibrahim Paglas Memorial College
631,Datu Mala Muslim Mindanao Islamic College Foundation
632,Davao Central College
633,Davao De Oro State College
634,Davao De Oro State College-Maragusan Branch
635,Davao De Oro State College-Montevista Branch
636,Davao De Oro State College-New Bataan Branch
637,Davao del Norte State College
638,Davao del Sur State College-Main
639,Davao Doctors College
640,Davao Medical School Foundation
641,Davao Oriental State University
642,Davao Oriental State University-Banaybanay Campus
643,Davao Oriental State University-Cateel Extension Campus
644,Davao Oriental State University-San Isidro Campus
645,Davao Vision Colleges
646,Davao Winchester Colleges
647,De La Salle Andres Soriano Memorial College
648,De La Salle Health Sciences Institute
649,De La Salle John Bosco College
650,De La Salle Lipa
651,De La Salle University-Dasmariñas
652,De La Salle University-Manila
653,De La Salle-Araneta University
654,De La Salle-College of Saint Benilde
655,De La Salle-College of Saint Benilde-Antipolo
656,De La Vida College
657,De Ocampo Memorial College
658,De Vera Institute of Technology
659,Deaf Evangelistic Alliance Foundation
660,Del Sur Good Shepherd College
661,Development Academy of the Philippines
662,Diaz College
663,Diliman College
664,Dipolog City Institute of Technology
665,Divina Pastora College
666,Divine Mercy College Foundation
667,Divine Word College of Bangued
668,Divine Word College of Calapan
669,Divine Word College of Laoag
670,Divine Word College of Legazpi
671,Divine Word College of San Jose
672,Divine Word College of Vigan
673,Divine Word Mission Seminary
674,Divine Word Seminary
675,DMC College Foundation
676,DMMA College of Southern Philippines
677,DMMC Institute of Health Sciences
678,Doña Remedios Trinidad-Romualdez Medical Foundation
679,Dominican College
680,Dominican College of Sta. Rosa
681,Dominican College of Tarlac
682,Don Bosco Center of Studies
683,Don Bosco College
684,Don Bosco Technical College
685,Don Bosco Technology Center
686,Don Carlo Cavina School
687,Don Carlos Polytechnic College
688,Don Honorio Ventura Technological State University-Apalit
689,Don Honorio Ventura Technological State University-Candaba
690,Don Honorio Ventura Technological State University-Lubao
691,Don Honorio Ventura Technological State University-Main
692,Don Honorio Ventura Technological State University-Mexico
693,Don Honorio Ventura Technological State University-Porac
694,Don Honorio Ventura Technological State University-Sto.Thomas
695,Don Jose Ecleo Memorial College
696,Don Mariano Marcos Memorial State University-Mid La Union
697,Don Mariano Marcos Memorial State University-North La Union-Main Campus
698,Don Mariano Marcos Memorial State University-Open University
699,Don Mariano Marcos Memorial State University-South La Union
700,Donsol Community College
701,Dr. Aurelio Mendoza Memorial Colleges
702,Dr. Carlos S. Lanting College
703,Dr. Carlos S. Lanting College-Dr. Ruby Lanting Casaul Educational Foundation
704,Dr. Domingo B. Tamondong Memorial Hospital and College Foundation
705,Dr. Emilio B. Espinosa Sr. Memorial State College of Agriculture and Technology
706,Dr. Filemon C. Aguilar Memorial College of Las Piñas
707,Dr. Francisco L. Calingasan Memorial Colleges Foundation
708,Dr. Gloria D. Lacson Foundation Colleges - Nueva Ecija
709,Dr. Gloria D. Lacson Foundation Colleges-Cabanatuan City
710,Dr. Jose Fabella Memorial Hospital School of Midwifery
711,Dr. P. Ocampo Colleges
712,Dr. Solomon U. Molina College
713,Dr. V. Orestes Romualdez Educational Foundation
714,Dr. Yanga's Colleges
715,East Systems College of Rizal
716,Easter College
717,Eastern Kutawato College
718,Eastern Mindanao College of Technology
719,Eastern Mindoro College
720,Eastern Quezon College
721,Eastern Samar State University
722,Eastern Samar State University-Can-Avid Campus
723,Eastern Samar State University-Guiuan Campus
724,Eastern Samar State University-Maydolong Campus
725,Eastern Samar State University-Salcedo Campus
726,Eastern Star Academy
727,Eastern Visayas Central Colleges
728,Eastern Visayas State University
729,Eastern Visayas State University-Burauen Campus
730,Eastern Visayas State University-Carigara Campus
731,Eastern Visayas State University-Dulag Campus
732,Eastern Visayas State University-Ormoc Campus
733,Eastern Visayas State University-Tanauan Campus
734,Eastwoods Professional College of Science and Technology
735,Ebenezer Bible College and Seminary
736,Ebenezer International Colleges
737,Eclaro Academy
738,Edenton Mission College
739,Eduardo L. Joson Memorial College
740,Educational Systems Technological Institute
741,Electron College of Technical Education
742,Elisa R. Ochoa Memorial Northern Mindanao School of Midwifery
743,EMA EMITS College Philippines
744,Emilio Aguinaldo College
745,Emilio Aguinaldo College
746,Emmanuel System College of Bulacan
747,Emmauss College of Theology Foundation
748,Enderun Colleges
749,Enthusiastic College
750,Entrepreneurs School of Asia
751,Envirogreen School of Technology
752,Erhard Science and Technological Institute-Oriental Mindoro
753,Erhard Science College-Bulacan
754,Erhard Systems Technological Institute
755,Estenias Science Foundation School
756,"Eulogio ""Amang"" Rodriguez Institute of Science and Technology"
757,"Eulogio ""Amang"" Rodriguez Institute of Science and Technology-Cavite"
758,Evangelical Mission College
759,Evangelical Theological College of the Philippines
760,Evangelical Theological College of the Philippines-Luzon
761,Eveland Christian College
762,Evelyn E. Fabie College
763,Exact Colleges of Asia
764,F.L. Vargas College-Abulug Campus
765,Far East Asia Pacific Institute of Tourism Science and Technology
766,Far Eastern Polytechnic College
767,Far Eastern University
768,Far Eastern University-Makati
769,Father Saturnino Urios University
770,Fatima College of Camiguin
771,Fatima School of Science and Technology
772,FCD Central Institute
773,FDSA Aviation College of Science and Technology
774,FEATI University
775,Febias College of Bible
776,Felipe R. Verallo Memorial Foundation-Bogo
777,Felix O. Alfelor Sr. Foundation College
778,Fellowship Baptist College Of Kabankalan
779,Fernandez College of Arts and Technology
780,Ferndale College – Zamboanga Peninsula
781,FEU Alabang
782,FEU Cavite
783,FEU Diliman
784,FEU Institute of Technology
785,FEU Roosevelt
786,FEU-Dr. Nicanor Reyes Medical Foundation
787,FEU-FERN College
788,Filamer Christian University
789,Filipino Canadian Community College Foundation
790,First Asia Institute of Technology and Humanities
791,First City Providential College
792,First Industrial Science and Technology College
793,FL Vargas College-Tuguegarao
794,Flight School International
795,Forbes College
796,Foundation University
797,Franciscan College of the Immaculate Conception
798,Fullbright College
799,Fundamental Baptist College For Asians
800,Gabriel Taborin College of Davao Foundation
801,Gani L. Abpi College
802,Gapan City College
803,Garcia College of Technology
804,Gardner College Cainta
805,Gardner College Diliman
806,General Baptist Bible College
807,General De Jesus College
808,General Diamongun K. Mangondato College of Agriculture and Fisheries
809,General Santos Academy
810,General Santos Doctors' Medical School Foundation
811,Gensan College of Technology
812,Gensantos Foundation College
813,Gerona Junior College
814,Gingoog Christian College
815,Gingoog City College
816,GK College of Business Arts and Technology
817,Glan Institute of Technology
818,Global Academy of Technology and Entrepreneurship
819,Global City Innovative College
820,Global Reciprocal Colleges
821,Global School for Technological Studies
822,Goa Community College
823,Golden Gate Colleges
824,Golden Heritage Polytechnic College
825,Golden Link College Foundation
826,Golden Olympus College
827,Golden Success College
828,Golden Valley Colleges
829,Golden West Colleges
830,Goldenstate College
831,Goldenstate College of Kiamba
832,Goldenstate College of Koronadal City
833,Goldenstate College of Maasim
834,Goldenstate College of Malungon
835,Goodwill Colleges of North Eastern Philippines
836,Gordon College
837,Gov. Alfonso D. Tan College
838,Governor Andres Pascual College
839,Governor Generoso College of Arts Sciences and Technology
840,Governor Mariano E. Villafuerte Community College-Garchitorena
841,Governor Mariano E. Villafuerte Community College-Libmanan
842,Governor Mariano E. Villafuerte Community College-Siruma
843,Governor Mariano E. Villafuerte Community College-Tinambac
844,Grabsum School
845,Grace Christian College
846,Grace Mission College
847,Grain of Wheat College
848,Granby Colleges of Science & Technology
849,Green International Technological College
850,Green Valley College Foundation
851,Greenville College
852,GSEF College
853,Guagua Community College
854,Guagua National Colleges
855,Guang Ming College
856,Guardian Bona Fide for Hope Foundation
857,Guimaras State College-Baterna Campus
858,Guimaras State College-Main
859,Guimaras State College-Mosqueda
860,Guinayangan College Foundation
